doi,status_code,final_url,domain,resolved,redirect_count,redirect_chain,error
10.1016/j.ijpharm.2022.121596,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517322001508,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2022.121596 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517322001508,
10.1002/adma.202106350,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202106350,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202106350 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202106350,
10.1021/acs.molpharmaceut.1c00798,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.1c00798,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.1c00798 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.1c00798,
10.1016/j.chemphyslip.2022.105178,200,https://linkinghub.elsevier.com/retrieve/pii/S0009308422000068,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.chemphyslip.2022.105178 -> https://linkinghub.elsevier.com/retrieve/pii/S0009308422000068,
10.1002/smll.202105832,403,https://onlinelibrary.wiley.com/doi/10.1002/smll.202105832,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smll.202105832 -> https://onlinelibrary.wiley.com/doi/10.1002/smll.202105832,
10.1021/acs.molpharmaceut.2c00032,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.2c00032,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.2c00032 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.2c00032,
10.1016/j.ijpharm.2021.121380,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517321011868,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2021.121380 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517321011868,
10.1002/marc.202100683,403,https://onlinelibrary.wiley.com/doi/10.1002/marc.202100683,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/marc.202100683 -> https://onlinelibrary.wiley.com/doi/10.1002/marc.202100683,
10.1371/journal.ppat.1010255,200,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1010255,journals.plos.org,True,1,https://doi.org/10.1371/journal.ppat.1010255 -> https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1010255,
10.1016/j.bioactmat.2021.05.051,200,https://linkinghub.elsevier.com/retrieve/pii/S2452199X21002723,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.bioactmat.2021.05.051 -> https://linkinghub.elsevier.com/retrieve/pii/S2452199X21002723,
10.1007/s40290-021-00417-5,200,https://link.springer.com/article/10.1007/s40290-021-00417-5,link.springer.com,True,1,https://doi.org/10.1007/s40290-021-00417-5 -> https://link.springer.com/article/10.1007/s40290-021-00417-5,
10.1038/s41392-021-00859-y,200,https://www.nature.com/articles/s41392-021-00859-y,nature.com,True,1,https://doi.org/10.1038/s41392-021-00859-y -> https://www.nature.com/articles/s41392-021-00859-y,
10.1007/978-1-0716-1811-0_29,200,https://link.springer.com/protocol/10.1007/978-1-0716-1811-0_29,link.springer.com,True,1,https://doi.org/10.1007/978-1-0716-1811-0_29 -> https://link.springer.com/protocol/10.1007/978-1-0716-1811-0_29,
10.1248/cpb.c21-00705,200,https://www.jstage.jst.go.jp/article/cpb/69/12/69_c21-00705/_article,jstage.jst.go.jp,True,1,https://doi.org/10.1248/cpb.c21-00705 -> https://www.jstage.jst.go.jp/article/cpb/69/12/69_c21-00705/_article,
10.1016/j.immuni.2021.11.001,200,https://linkinghub.elsevier.com/retrieve/pii/S1074761321004908,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.immuni.2021.11.001 -> https://linkinghub.elsevier.com/retrieve/pii/S1074761321004908,
10.1039/d2bm01581a,200,https://pubs.rsc.org/en/content/articlelanding/2023/bm/d2bm01581a,pubs.rsc.org,True,1,https://doi.org/10.1039/d2bm01581a -> https://pubs.rsc.org/en/content/articlelanding/2023/bm/d2bm01581a,
10.1021/acs.accounts.1c00544,403,https://pubs.acs.org/doi/10.1021/acs.accounts.1c00544,pubs.acs.org,True,1,https://doi.org/10.1021/acs.accounts.1c00544 -> https://pubs.acs.org/doi/10.1021/acs.accounts.1c00544,
10.1016/j.ijpharm.2021.121314,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517321011200,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2021.121314 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517321011200,
10.1038/s41467-021-27493-0,200,https://www.nature.com/articles/s41467-021-27493-0,nature.com,True,1,https://doi.org/10.1038/s41467-021-27493-0 -> https://www.nature.com/articles/s41467-021-27493-0,
10.1021/acs.accounts.1c00550,403,https://pubs.acs.org/doi/10.1021/acs.accounts.1c00550,pubs.acs.org,True,1,https://doi.org/10.1021/acs.accounts.1c00550 -> https://pubs.acs.org/doi/10.1021/acs.accounts.1c00550,
10.1208/s12248-021-00653-2,200,https://link.springer.com/article/10.1208/s12248-021-00653-2,link.springer.com,True,1,https://doi.org/10.1208/s12248-021-00653-2 -> https://link.springer.com/article/10.1208/s12248-021-00653-2,
10.1016/j.dmpk.2021.100428,200,https://linkinghub.elsevier.com/retrieve/pii/S1347436721000495,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.dmpk.2021.100428 -> https://linkinghub.elsevier.com/retrieve/pii/S1347436721000495,
10.1038/s41591-021-01573-6,200,https://www.nature.com/articles/s41591-021-01573-6,nature.com,True,1,https://doi.org/10.1038/s41591-021-01573-6 -> https://www.nature.com/articles/s41591-021-01573-6,
10.1016/j.jconrel.2021.11.022,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365921006179,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2021.11.022 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365921006179,
10.1021/acs.jpclett.1c03109,403,https://pubs.acs.org/doi/10.1021/acs.jpclett.1c03109,pubs.acs.org,True,1,https://doi.org/10.1021/acs.jpclett.1c03109 -> https://pubs.acs.org/doi/10.1021/acs.jpclett.1c03109,
10.1021/jacs.1c09585,403,https://pubs.acs.org/doi/10.1021/jacs.1c09585,pubs.acs.org,True,1,https://doi.org/10.1021/jacs.1c09585 -> https://pubs.acs.org/doi/10.1021/jacs.1c09585,
10.1016/j.dmpk.2021.100424,200,https://linkinghub.elsevier.com/retrieve/pii/S1347436721000458,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.dmpk.2021.100424 -> https://linkinghub.elsevier.com/retrieve/pii/S1347436721000458,
10.1021/acs.nanolett.1c02503,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.1c02503,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.1c02503 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.1c02503,
10.1016/j.jconrel.2021.10.031,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365921005848,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2021.10.031 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365921005848,
10.1021/acs.accounts.1c00500,403,https://pubs.acs.org/doi/10.1021/acs.accounts.1c00500,pubs.acs.org,True,1,https://doi.org/10.1021/acs.accounts.1c00500 -> https://pubs.acs.org/doi/10.1021/acs.accounts.1c00500,
10.3390/biomedicines9101367,200,https://www.mdpi.com/2227-9059/9/10/1367,mdpi.com,True,1,https://doi.org/10.3390/biomedicines9101367 -> https://www.mdpi.com/2227-9059/9/10/1367,
10.1002/EXP.20210008,403,https://onlinelibrary.wiley.com/doi/10.1002/EXP.20210008,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/EXP.20210008 -> https://onlinelibrary.wiley.com/doi/10.1002/EXP.20210008,
10.3389/fcell.2021.789427,200,https://www.frontiersin.org/journals/cell-and-developmental-biology/articles/10.3389/fcell.2021.789427/full,frontiersin.org,True,1,https://doi.org/10.3389/fcell.2021.789427 -> https://www.frontiersin.org/journals/cell-and-developmental-biology/articles/10.3389/fcell.2021.789427/full,
10.1016/j.omtn.2021.08.023,200,https://linkinghub.elsevier.com/retrieve/pii/S2162253121002171,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.omtn.2021.08.023 -> https://linkinghub.elsevier.com/retrieve/pii/S2162253121002171,
10.1021/acs.jcim.1c00770,403,https://pubs.acs.org/doi/10.1021/acs.jcim.1c00770,pubs.acs.org,True,1,https://doi.org/10.1021/acs.jcim.1c00770 -> https://pubs.acs.org/doi/10.1021/acs.jcim.1c00770,
10.1038/s41467-021-26926-0,200,https://www.nature.com/articles/s41467-021-26926-0,nature.com,True,1,https://doi.org/10.1038/s41467-021-26926-0 -> https://www.nature.com/articles/s41467-021-26926-0,
10.1016/j.apsb.2021.08.009,200,https://linkinghub.elsevier.com/retrieve/pii/S2211383521002999,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.apsb.2021.08.009 -> https://linkinghub.elsevier.com/retrieve/pii/S2211383521002999,
10.1126/sciadv.abf1244,403,https://www.science.org/doi/10.1126/sciadv.abf1244,science.org,True,1,https://doi.org/10.1126/sciadv.abf1244 -> https://www.science.org/doi/10.1126/sciadv.abf1244,
10.1039/d2ra02771b,200,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra02771b,pubs.rsc.org,True,1,https://doi.org/10.1039/d2ra02771b -> https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra02771b,
10.1016/j.ijpharm.2021.120851,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517321006566,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2021.120851 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517321006566,
10.1016/j.archoralbio.2021.105207,200,https://linkinghub.elsevier.com/retrieve/pii/S0003996921001709,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.archoralbio.2021.105207 -> https://linkinghub.elsevier.com/retrieve/pii/S0003996921001709,
10.1101/2021.08.01.454662,403,https://www.biorxiv.org/lookup/doi/10.1101/2021.08.01.454662,biorxiv.org,True,1,https://doi.org/10.1101/2021.08.01.454662 -> https://www.biorxiv.org/lookup/doi/10.1101/2021.08.01.454662,
10.1021/jacs.1c05813,403,https://pubs.acs.org/doi/10.1021/jacs.1c05813,pubs.acs.org,True,1,https://doi.org/10.1021/jacs.1c05813 -> https://pubs.acs.org/doi/10.1021/jacs.1c05813,
10.1002/btm2.10213,403,https://aiche.onlinelibrary.wiley.com/doi/10.1002/btm2.10213,aiche.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/btm2.10213 -> https://aiche.onlinelibrary.wiley.com/doi/10.1002/btm2.10213,
10.1021/acs.nanolett.1c01284,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.1c01284,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.1c01284 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.1c01284,
10.1016/j.bbamem.2021.183627,200,https://linkinghub.elsevier.com/retrieve/pii/S000527362100078X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.bbamem.2021.183627 -> https://linkinghub.elsevier.com/retrieve/pii/S000527362100078X,
10.1016/j.colsurfb.2021.111760,200,https://linkinghub.elsevier.com/retrieve/pii/S0927776521002046,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.colsurfb.2021.111760 -> https://linkinghub.elsevier.com/retrieve/pii/S0927776521002046,
10.1016/j.ijpharm.2021.120586,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517321003914,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2021.120586 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517321003914,
10.1039/d2bm00883a,200,https://pubs.rsc.org/en/content/articlelanding/2022/bm/d2bm00883a,pubs.rsc.org,True,1,https://doi.org/10.1039/d2bm00883a -> https://pubs.rsc.org/en/content/articlelanding/2022/bm/d2bm00883a,
10.3791/62226,202,https://app.jove.com/t/62226,app.jove.com,True,1,https://doi.org/10.3791/62226 -> https://app.jove.com/t/62226,
10.3762/bjoc.17.75,200,https://www.beilstein-journals.org/bjoc/articles/17/75,beilstein-journals.org,True,1,https://doi.org/10.3762/bjoc.17.75 -> https://www.beilstein-journals.org/bjoc/articles/17/75,
10.1073/pnas.2020401118,403,https://pnas.org/doi/full/10.1073/pnas.2020401118,pnas.org,True,1,https://doi.org/10.1073/pnas.2020401118 -> https://pnas.org/doi/full/10.1073/pnas.2020401118,
10.1016/j.ejpb.2021.03.004,200,https://linkinghub.elsevier.com/retrieve/pii/S0939641121000692,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ejpb.2021.03.004 -> https://linkinghub.elsevier.com/retrieve/pii/S0939641121000692,
10.1038/s42003-021-02441-2,200,https://www.nature.com/articles/s42003-021-02441-2,nature.com,True,1,https://doi.org/10.1038/s42003-021-02441-2 -> https://www.nature.com/articles/s42003-021-02441-2,
10.1002/adhm.202001294,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202001294,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202001294 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202001294,
10.1007/978-1-0716-1298-9_9,200,https://link.springer.com/protocol/10.1007/978-1-0716-1298-9_9,link.springer.com,True,1,https://doi.org/10.1007/978-1-0716-1298-9_9 -> https://link.springer.com/protocol/10.1007/978-1-0716-1298-9_9,
10.1126/sciadv.abf4398,403,https://www.science.org/doi/10.1126/sciadv.abf4398,science.org,True,1,https://doi.org/10.1126/sciadv.abf4398 -> https://www.science.org/doi/10.1126/sciadv.abf4398,
10.1016/j.ijpharm.2021.120392,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517321001964,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2021.120392 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517321001964,
10.1038/s41401-021-00648-x,200,https://www.nature.com/articles/s41401-021-00648-x,nature.com,True,1,https://doi.org/10.1038/s41401-021-00648-x -> https://www.nature.com/articles/s41401-021-00648-x,
10.1021/acsami.0c20607,403,https://pubs.acs.org/doi/10.1021/acsami.0c20607,pubs.acs.org,True,1,https://doi.org/10.1021/acsami.0c20607 -> https://pubs.acs.org/doi/10.1021/acsami.0c20607,
10.1016/j.msec.2020.111664,200,https://linkinghub.elsevier.com/retrieve/pii/S0928493120335827,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.msec.2020.111664 -> https://linkinghub.elsevier.com/retrieve/pii/S0928493120335827,
10.1021/acs.nanolett.1c00094,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.1c00094,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.1c00094 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.1c00094,
10.1021/acsnano.0c10180,403,https://pubs.acs.org/doi/10.1021/acsnano.0c10180,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.0c10180 -> https://pubs.acs.org/doi/10.1021/acsnano.0c10180,
10.1016/j.jconrel.2021.01.021,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365921000304,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2021.01.021 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365921000304,
10.1126/sciadv.aba1028,403,https://www.science.org/doi/10.1126/sciadv.aba1028,science.org,True,1,https://doi.org/10.1126/sciadv.aba1028 -> https://www.science.org/doi/10.1126/sciadv.aba1028,
10.1039/d2bm00168c,200,https://pubs.rsc.org/en/content/articlelanding/2022/bm/d2bm00168c,pubs.rsc.org,True,1,https://doi.org/10.1039/d2bm00168c -> https://pubs.rsc.org/en/content/articlelanding/2022/bm/d2bm00168c,
10.1186/s12943-021-01335-5,200,https://link.springer.com/article/10.1186/s12943-021-01335-5,link.springer.com,True,1,https://doi.org/10.1186/s12943-021-01335-5 -> https://link.springer.com/article/10.1186/s12943-021-01335-5,
10.1016/j.jconrel.2021.01.005,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365921000146,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2021.01.005 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365921000146,
10.1002/anie.202013927,403,https://onlinelibrary.wiley.com/doi/10.1002/anie.202013927,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/anie.202013927 -> https://onlinelibrary.wiley.com/doi/10.1002/anie.202013927,
10.3390/vaccines9010065,200,https://www.mdpi.com/2076-393X/9/1/65,mdpi.com,True,1,https://doi.org/10.3390/vaccines9010065 -> https://www.mdpi.com/2076-393X/9/1/65,
10.1248/bpb.b20-00679,200,https://www.jstage.jst.go.jp/article/bpb/44/1/44_b20-00679/_article,jstage.jst.go.jp,True,1,https://doi.org/10.1248/bpb.b20-00679 -> https://www.jstage.jst.go.jp/article/bpb/44/1/44_b20-00679/_article,
10.1016/j.jconrel.2020.12.032,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365920307562,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2020.12.032 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365920307562,
10.1021/acs.molpharmaceut.0c00854,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.0c00854,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.0c00854 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.0c00854,
10.1021/acs.jmedchem.0c01407,403,https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c01407,pubs.acs.org,True,1,https://doi.org/10.1021/acs.jmedchem.0c01407 -> https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c01407,
10.1126/sciadv.abc9450,403,https://www.science.org/doi/10.1126/sciadv.abc9450,science.org,True,1,https://doi.org/10.1126/sciadv.abc9450 -> https://www.science.org/doi/10.1126/sciadv.abc9450,
10.3389/fbioe.2020.601155,200,https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2020.601155/full,frontiersin.org,True,1,https://doi.org/10.3389/fbioe.2020.601155 -> https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2020.601155/full,
10.3390/molecules25245995,200,https://www.mdpi.com/1420-3049/25/24/5995,mdpi.com,True,1,https://doi.org/10.3390/molecules25245995 -> https://www.mdpi.com/1420-3049/25/24/5995,
10.1039/d1nr06858j,200,https://pubs.rsc.org/en/content/articlelanding/2022/nr/d1nr06858j,pubs.rsc.org,True,1,https://doi.org/10.1039/d1nr06858j -> https://pubs.rsc.org/en/content/articlelanding/2022/nr/d1nr06858j,
10.1039/d1nr07513f,200,https://pubs.rsc.org/en/content/articlelanding/2022/nr/d1nr07513f,pubs.rsc.org,True,1,https://doi.org/10.1039/d1nr07513f -> https://pubs.rsc.org/en/content/articlelanding/2022/nr/d1nr07513f,
10.3390/pharmaceutics12111095,200,https://www.mdpi.com/1999-4923/12/11/1095,mdpi.com,True,1,https://doi.org/10.3390/pharmaceutics12111095 -> https://www.mdpi.com/1999-4923/12/11/1095,
10.1002/adma.202004452,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202004452,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202004452 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202004452,
10.1016/j.biomaterials.2020.120203,200,https://linkinghub.elsevier.com/retrieve/pii/S014296122030449X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.biomaterials.2020.120203 -> https://linkinghub.elsevier.com/retrieve/pii/S014296122030449X,
10.1002/anie.202008082,403,https://onlinelibrary.wiley.com/doi/10.1002/anie.202008082,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/anie.202008082 -> https://onlinelibrary.wiley.com/doi/10.1002/anie.202008082,
10.1016/j.jconrel.2020.09.007,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365920305149,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2020.09.007 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365920305149,
10.1021/acs.langmuir.0c03039,403,https://pubs.acs.org/doi/10.1021/acs.langmuir.0c03039,pubs.acs.org,True,1,https://doi.org/10.1021/acs.langmuir.0c03039 -> https://pubs.acs.org/doi/10.1021/acs.langmuir.0c03039,
10.1016/j.bioactmat.2020.07.003,200,https://linkinghub.elsevier.com/retrieve/pii/S2452199X20301304,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.bioactmat.2020.07.003 -> https://linkinghub.elsevier.com/retrieve/pii/S2452199X20301304,
10.1016/j.addr.2020.07.022,200,https://linkinghub.elsevier.com/retrieve/pii/S0169409X2030106X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.addr.2020.07.022 -> https://linkinghub.elsevier.com/retrieve/pii/S0169409X2030106X,
10.1021/acs.bioconjchem.0c00295,403,https://pubs.acs.org/doi/10.1021/acs.bioconjchem.0c00295,pubs.acs.org,True,1,https://doi.org/10.1021/acs.bioconjchem.0c00295 -> https://pubs.acs.org/doi/10.1021/acs.bioconjchem.0c00295,
10.1021/acs.nanolett.0c00596,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.0c00596,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.0c00596 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.0c00596,
10.1016/j.jconrel.2020.06.027,200,https://linkinghub.elsevier.com/retrieve/pii/S016836592030362X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2020.06.027 -> https://linkinghub.elsevier.com/retrieve/pii/S016836592030362X,
10.1016/j.addr.2020.06.002,200,https://linkinghub.elsevier.com/retrieve/pii/S0169409X2030048X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.addr.2020.06.002 -> https://linkinghub.elsevier.com/retrieve/pii/S0169409X2030048X,
10.1002/anie.202004994,403,https://onlinelibrary.wiley.com/doi/10.1002/anie.202004994,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/anie.202004994 -> https://onlinelibrary.wiley.com/doi/10.1002/anie.202004994,
10.1021/acs.langmuir.0c02446,403,https://pubs.acs.org/doi/10.1021/acs.langmuir.0c02446,pubs.acs.org,True,1,https://doi.org/10.1021/acs.langmuir.0c02446 -> https://pubs.acs.org/doi/10.1021/acs.langmuir.0c02446,
10.1016/j.ijpharm.2020.119479,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517320304634,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2020.119479 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517320304634,
10.1177/2472555220925770,200,https://linkinghub.elsevier.com/retrieve/pii/S2472555222065765,linkinghub.elsevier.com,True,1,https://doi.org/10.1177/2472555220925770 -> https://linkinghub.elsevier.com/retrieve/pii/S2472555222065765,
10.1021/acs.molpharmaceut.9b01288,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.9b01288,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.9b01288 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.9b01288,
10.1002/marc.202000034,403,https://onlinelibrary.wiley.com/doi/10.1002/marc.202000034,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/marc.202000034 -> https://onlinelibrary.wiley.com/doi/10.1002/marc.202000034,
10.3390/vaccines8020212,200,https://www.mdpi.com/2076-393X/8/2/212,mdpi.com,True,1,https://doi.org/10.3390/vaccines8020212 -> https://www.mdpi.com/2076-393X/8/2/212,
10.1021/acs.langmuir.0c01369,403,https://pubs.acs.org/doi/10.1021/acs.langmuir.0c01369,pubs.acs.org,True,1,https://doi.org/10.1021/acs.langmuir.0c01369 -> https://pubs.acs.org/doi/10.1021/acs.langmuir.0c01369,
10.1002/adma.201906128,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.201906128,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.201906128 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.201906128,
10.2147/DDDT.S235098,200,https://www.dovepress.com/combination-treatment-of-cervical-cancer-using-folate-decorated-ph-sen-peer-reviewed-fulltext-article-DDDT,dovepress.com,True,1,https://doi.org/10.2147/DDDT.S235098 -> https://www.dovepress.com/combination-treatment-of-cervical-cancer-using-folate-decorated-ph-sen-peer-reviewed-fulltext-article-DDDT,
10.1248/bpb.b19-00743,200,https://www.jstage.jst.go.jp/article/bpb/43/4/43_b19-00743/_article,jstage.jst.go.jp,True,1,https://doi.org/10.1248/bpb.b19-00743 -> https://www.jstage.jst.go.jp/article/bpb/43/4/43_b19-00743/_article,
10.1021/acs.molpharmaceut.9b01182,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.9b01182,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.9b01182 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.9b01182,
10.1016/j.biopha.2020.109861,200,https://linkinghub.elsevier.com/retrieve/pii/S0753332220300512,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.biopha.2020.109861 -> https://linkinghub.elsevier.com/retrieve/pii/S0753332220300512,
10.1093/intbio/zyz030,403,https://academic.oup.com/ib/article/11/9/362/5673747,academic.oup.com,True,1,https://doi.org/10.1093/intbio/zyz030 -> https://academic.oup.com/ib/article/11/9/362/5673747,
10.1039/d1bm00866h,200,https://pubs.rsc.org/en/content/articlelanding/2021/bm/d1bm00866h,pubs.rsc.org,True,1,https://doi.org/10.1039/d1bm00866h -> https://pubs.rsc.org/en/content/articlelanding/2021/bm/d1bm00866h,
10.1002/jcph.1553,403,https://accp1.onlinelibrary.wiley.com/doi/10.1002/jcph.1553,accp1.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/jcph.1553 -> https://accp1.onlinelibrary.wiley.com/doi/10.1002/jcph.1553,
10.1021/acs.nanolett.9b04246,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.9b04246,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.9b04246 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.9b04246,
10.1038/s41467-020-16248-y,200,https://www.nature.com/articles/s41467-020-16248-y,nature.com,True,1,https://doi.org/10.1038/s41467-020-16248-y -> https://www.nature.com/articles/s41467-020-16248-y,
10.1021/acs.bioconjchem.0c00013,403,https://pubs.acs.org/doi/10.1021/acs.bioconjchem.0c00013,pubs.acs.org,True,1,https://doi.org/10.1021/acs.bioconjchem.0c00013 -> https://pubs.acs.org/doi/10.1021/acs.bioconjchem.0c00013,
10.1016/j.jconrel.2019.10.028,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365919305929,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2019.10.028 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365919305929,
10.1016/j.jconrel.2019.09.009,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365919305504,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2019.09.009 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365919305504,
10.1016/j.jconrel.2019.08.004,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365919304687,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2019.08.004 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365919304687,
10.1016/j.jconrel.2019.08.002,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365919304584,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2019.08.002 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365919304584,
